SN,Region,Site ID,Site Class,Snag Category,Sub Category,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
40328,DXB,SHJ2012,CLASS A,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",MAJOR,2025-07-10,2025-09-06,CLOSED,CLOSED_UNIQUE,July-25,September-25
40330,DXB,SHJ2012,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40332,DXB,SHJ2058,CLASS A,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40333,DXB,SHJ2058,CLASS A,AIR CONDITIONING,AC CONTACTOR FAULTY,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40336,DXB,SHJ2058,CLASS A,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40337,DXB,SHJ2058,CLASS A,OTHERS,GARBAGE,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40341,DXB,ISH0141,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40342,DXB,ISH0141,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40344,DXB,DXB0336,CLASS C,OTHERS,OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40349,DXB,DUB0507,CLASS C,OTHERS,OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40351,DXB,SHJ1226,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40355,DXB,SHJ2646,CLASS C,AWL,AWL BULB FAULTY,MINOR,2025-07-10,2026-01-23,CLOSED,CLOSED_UNIQUE,July-25,January-26
40356,DXB,SHJ2646,CLASS C,CIVIL,SHELTER ROOF WATERPROOFING,MINOR,2025-07-10,2026-01-23,CLOSED,CLOSED_UNIQUE,July-25,January-26
40364,AUH,AAN2319,CLASS C,OTHERS,PLANTATION,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40367,AUH,AAN2319,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-07-10,2025-12-13,CLOSED,CLOSED_UNIQUE,July-25,December-25
40380,AUH,AAN2327,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40381,AUH,AAN0014,CLASS C,OTHERS,OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40384,DXB,SHJ0312,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-07-10,2025-12-13,CLOSED,CLOSED_UNIQUE,July-25,December-25
40388,DXB,SHJ0142,CLASS C,AIR CONDITIONING,CONTROL PANEL FAULTY,MAJOR,2025-07-10,2025-07-15,CLOSED,CLOSED_UNIQUE,July-25,July-25
40389,DXB,SHJ0142,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40394,DXB,SHJ0422,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40396,DXB,DXB2298,CLASS A,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40399,DXB,DXB2302,CLASS A,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40400,DXB,DXB2302,CLASS A,AIR CONDITIONING,AC RELAY FAULTY,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40404,DXB,DXB2302,CLASS A,AIR CONDITIONING,AC FILTER REPLACED,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
96640,DXB,DXB2302,CLASS A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-03-10,,OPEN,KEEP_OPEN,March-26,
40407,AUH,AUH2388,CLASS B,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-07-10,2025-09-15,CLOSED,CLOSED_UNIQUE,July-25,September-25
40410,AUH,AUH2388,CLASS B,BATTERY,TEMPERATURE SENSOR,MAJOR,2025-07-10,2025-10-03,CLOSED,CLOSED_UNIQUE,July-25,October-25
40414,AUH,AUH6140,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40415,AUH,AUH6140,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40416,AUH,AUH6140,CLASS C,FIRE SYSTEMS,FIRE EXTINGUISHER EMPTY/MISSING,MINOR,2025-07-10,2025-10-14,CLOSED,CLOSED_UNIQUE,July-25,October-25
40417,AUH,AUH6140,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40419,AUH,AUH6141,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40420,AUH,AUH6141,CLASS C,AWL,AWL BULB FAULTY,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40421,AUH,AUH6141,CLASS C,FIRE SYSTEMS,FIRE EXTINGUISHER EMPTY/MISSING,MINOR,2025-07-10,2025-10-14,CLOSED,CLOSED_UNIQUE,July-25,October-25
40422,AUH,AUH6141,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40423,AUH,AUH6141,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40424,AUH,AUH6141,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40425,DXB,IDX0679,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40427,DXB,IDX0681,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40429,DXB,IDX0683,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40433,DXB,DXB3234,CLASS A,BATTERY,AGED BATTERY,MAJOR,2025-07-10,2025-08-27,CLOSED,CLOSED_UNIQUE,July-25,August-25
40438,DXB,DXB3234,CLASS A,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40441,DXB,FUJ1056,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
94656,DXB,FUJ3262,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-11,2026-02-11,CLOSED,CLOSED_UNIQUE,February-26,February-26
40449,DXB,FUJ2413,CLASS B,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-07-10,2026-01-23,CLOSED,CLOSED_UNIQUE,July-25,January-26
96235,AUH,AUH2290,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-02-07,,OPEN,KEEP_OPEN,February-26,
40452,AUH,AUH2290,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40453,AUH,AUH2290,CLASS C,TI,BTS COOLING FAN FAULTY,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
96238,AUH,AUH2290,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-02-07,2026-02-07,CLOSED,CLOSED_UNIQUE,February-26,February-26
40456,AUH,AUH2290,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40462,AUH,AUH2287,CLASS C,TI,BTS COOLING FAN FAULTY,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40463,AUH,AUH2287,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
96228,AUH,AUH3246,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-02-07,,OPEN,KEEP_OPEN,February-26,
96230,AUH,AUH3246,CLASS C,MDB,LABELING MISSING,MINOR,2026-02-07,2026-02-07,CLOSED,CLOSED_UNIQUE,February-26,February-26
40468,AUH,AUH3246,CLASS C,OTHERS,PLANTATION,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
96232,AUH,AUH3246,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-07,,OPEN,KEEP_OPEN,February-26,
96193,AUH,AUH2288,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2026-02-05,,OPEN,KEEP_OPEN,February-26,
40473,AUH,AUH2288,CLASS C,TI,BTS COOLING FAN FAULTY,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
96196,AUH,AUH2288,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-05,,OPEN,KEEP_OPEN,February-26,
40476,AUH,AUH2288,CLASS C,SHELTER,INTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
96197,AUH,AUH2288,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2026-02-05,,OPEN,KEEP_OPEN,February-26,
92234,DXB,DXB2206,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-06,2026-02-06,CLOSED,CLOSED_UNIQUE,February-26,February-26
91564,DXB,DUB0084,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-03,2026-02-03,CLOSED,CLOSED_UNIQUE,February-26,February-26
40484,DXB,DXB1292,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40485,DXB,DXB1292,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40486,DXB,DXB1292,CLASS C,FIRE SYSTEMS,FIRE EXTINGUISHER EMPTY/MISSING,MINOR,2025-07-10,2025-08-13,CLOSED,CLOSED_UNIQUE,July-25,August-25
40491,DXB,DXB1046,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40493,DXB,DXB1046,CLASS C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40494,DXB,DXB1046,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
95247,DXB,DXB1046,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2026-02-24,2026-02-24,CLOSED,CLOSED_UNIQUE,February-26,February-26
40503,DXB,DXT1232,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40504,DXB,DXT1232,CLASS C,CIVIL,SHELTER ROOF WATERPROOFING,MINOR,2025-07-10,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40506,DXB,DXT1232,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-10,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40507,DXB,DXT1232,CLASS C,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",MAJOR,2025-07-10,2025-08-26,CLOSED,CLOSED_UNIQUE,July-25,August-25
40509,DXB,DXB2617,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40510,DXB,DXB2617,CLASS C,MDB,CIRCUIT BREAKER FAULTY,MAJOR,2025-07-10,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40511,DXB,DXB2619,CLASS C,POWER METER,POWER METER CABLES ARE DAMANGED,MINOR,2025-07-10,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40513,DXB,DXB2619,CLASS C,CIVIL,SHELTER WALL NEEDS REPAINTING,MINOR,2025-07-10,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40520,AUH,AUH2558,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40521,AUH,AUH2558,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2025-07-10,2025-12-29,CLOSED,CLOSED_UNIQUE,July-25,December-25
40522,AUH,AUH2558,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-07-10,2025-12-29,CLOSED,CLOSED_UNIQUE,July-25,December-25
40526,AUH,AUH2558,CLASS C,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2025-07-10,2025-12-29,CLOSED,CLOSED_UNIQUE,July-25,December-25
40527,AUH,AUH2558,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-07-10,2025-12-29,CLOSED,CLOSED_UNIQUE,July-25,December-25
40528,AUH,AUH2558,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40530,AUH,AUG4354,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-07-10,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40534,AUH,AUH2589,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-07-10,2025-12-29,CLOSED,CLOSED_UNIQUE,July-25,December-25
40539,AUH,AUH2589,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40542,AUH,AUH2589,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2025-07-10,2026-01-30,CLOSED,CLOSED_UNIQUE,July-25,January-26
40543,AUH,AUH2589,CLASS C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,MAJOR,2025-07-10,2026-01-30,CLOSED,CLOSED_UNIQUE,July-25,January-26
40544,AUH,AUH2488,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40546,AUH,AUH2488,CLASS C,OTHERS,OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40547,AUH,AUH2798,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40548,AUH,AUH2798,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40551,DXB,RAK6311,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40556,DXB,RAK3794,CLASS C,OTHERS,PLANTATION,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40557,DXB,RAK3794,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40560,DXB,UAQ3722,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40563,DXB,UAQ3722,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40573,DXB,DXB1377,CLASS C,POWER METER,POWER METER CABINET DAMAGED,MINOR,2025-07-10,2026-02-07,CLOSED,CLOSED_UNIQUE,July-25,February-26
40575,DXB,DXB1377,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40580,DXB,DXB1379,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-07-10,,OPEN,KEEP_OPEN,July-25,
40582,AUH,AAN2845,CLASS C,OTHERS,OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40584,AUH,AAN2845,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-11,2025-09-06,CLOSED,CLOSED_UNIQUE,July-25,September-25
40590,AUH,AAN2845,CLASS C,OTHERS,PLANTATION,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40597,AUH,AAN2339,CLASS C,OTHERS,PLANTATION,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40598,AUH,AAN2339,CLASS C,OTHERS,GARBAGE,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40599,AUH,AAN2339,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40600,AUH,AAN2339,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40601,AUH,AAN2339,CLASS C,SECURITY,SECURITY - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40602,AUH,AAN2339,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40614,DXB,AJM2073,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-07-11,2025-12-27,CLOSED,CLOSED_UNIQUE,July-25,December-25
40616,DXB,AJM2116,CLASS C,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40618,DXB,AJM2116,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-07-11,2026-01-03,CLOSED,CLOSED_UNIQUE,July-25,January-26
40620,AUH,IAD0157,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40621,AUH,IAD0155,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40623,AUH,IAD0912,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40625,DXB,FUJ3397,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
93620,DXB,FUJ3397,CLASS C,OTHERS,OTHERS,MINOR,2026-02-14,2026-02-14,CLOSED,CLOSED_UNIQUE,February-26,February-26
40627,DXB,FUJ3397,CLASS C,MDB,AC POWER CABLE,MAJOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40628,DXB,FUJ3397,CLASS C,AWL,AWL - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
93618,DXB,FUJ3397,CLASS C,TI,TI - OTHERS,MINOR,2026-02-14,2026-02-14,CLOSED,CLOSED_UNIQUE,February-26,February-26
40632,DXB,FUJ3397,CLASS C,OTHERS,GARBAGE,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
93619,DXB,FUJ3397,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2026-02-14,2026-02-14,CLOSED,CLOSED_UNIQUE,February-26,February-26
40641,DXB,FUJ3397,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-11,2026-02-14,CLOSED,CLOSED_UNIQUE,July-25,February-26
40642,DXB,FUJ3397,CLASS C,CIVIL,SAFETY ROPE DAMAGED,MINOR,2025-07-11,2026-02-14,CLOSED,CLOSED_UNIQUE,July-25,February-26
40645,DXB,FUJ3397,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2025-07-11,2026-02-14,CLOSED,CLOSED_UNIQUE,July-25,February-26
40646,DXB,FUJ3397,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-07-11,2026-02-14,CLOSED,CLOSED_UNIQUE,July-25,February-26
40647,DXB,FUJ3397,CLASS C,SHELTER,SOCKET FAULTY,MINOR,2025-07-11,2025-08-15,CLOSED,CLOSED_UNIQUE,July-25,August-25
40650,DXB,DUB0681,CLASS C,CIVIL,SHELTER WALL NEEDS REPAINTING,MINOR,2025-07-11,,OPEN,KEEP_OPEN,July-25,
40654,DXB,DXB2518,CLASS C,POWER METER,POWER METER NOT WORKING,MINOR,2025-07-11,2026-02-14,CLOSED,CLOSED_UNIQUE,July-25,February-26
40660,DXB,DXB1440,CLASS C,DC SYSTEM,AIR FILTER DAMAGED,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40662,DXB,DXB1440,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,,OPEN,KEEP_OPEN,July-25,
40663,DXB,DXB1440,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40664,DXB,DXB1440,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-11,2026-02-12,CLOSED,CLOSED_UNIQUE,July-25,February-26
40665,DXB,DXN0875,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40667,DXB,DUB0432,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40669,DXB,DXN0753,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40670,DXB,DXN0753,CLASS C,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40673,DXB,SHJ1630,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40676,DXB,SHJ3882,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-11,2025-09-24,CLOSED,CLOSED_UNIQUE,July-25,September-25
40690,DXB,IAJ0869,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2025-07-11,2025-12-23,CLOSED,CLOSED_UNIQUE,July-25,December-25
86530,DXB,AJM0894,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-13,2026-01-13,CLOSED,CLOSED_UNIQUE,January-26,January-26
40701,DXB,DXB3506,CLASS C,ACCESS,ACCESS - OTHERS,MINOR,2025-07-11,2026-01-15,CLOSED,CLOSED_UNIQUE,July-25,January-26
40703,DXB,DXB2981,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-07-11,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
40704,DXB,DXB2981,CLASS C,AIR CONDITIONING,AC LEAKAGE,MAJOR,2025-07-11,2025-07-21,CLOSED,CLOSED_UNIQUE,July-25,July-25
40712,DXB,DXB3184,CLASS A,AIR CONDITIONING,AC RELAY FAULTY,MAJOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40716,AUH,AUH0612,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,,OPEN,KEEP_OPEN,July-25,
40718,AUH,AUH0610,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,,OPEN,KEEP_OPEN,July-25,
40719,AUH,AUH0611,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-11,,OPEN,KEEP_OPEN,July-25,
40729,DXB,IDX0149,CLASS C,EXTRA MATERIALS,EM MATERIALS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40730,DXB,IDX0149,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
74462,DXB,FUJ2693,CLASS A,BATTERY,AGED BATTERY,MAJOR,2025-11-13,2026-02-07,CLOSED,CLOSED_UNIQUE,November-25,February-26
93200,DXB,FUJ1014,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-13,2026-02-13,CLOSED,CLOSED_UNIQUE,February-26,February-26
94604,DXB,FUJ3228,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-02-06,,OPEN,KEEP_OPEN,February-26,
40746,DXB,FUJ3228,CLASS C,AWL,AWL BULB FAULTY,MINOR,2025-07-11,2025-07-30,CLOSED,CLOSED_UNIQUE,July-25,July-25
40748,DXB,FUJ3228,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40749,AUH,AUH3684,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
96213,AUH,AUH3684,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-02-06,,OPEN,KEEP_OPEN,February-26,
40751,AUH,AUH3684,CLASS C,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
96214,AUH,AUH3684,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-06,,OPEN,KEEP_OPEN,February-26,
96203,AUH,AUH2289,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-02-06,,OPEN,KEEP_OPEN,February-26,
96204,AUH,AUH2289,CLASS C,MDB,MDB - OTHERS,MINOR,2026-02-06,2026-02-06,CLOSED,CLOSED_UNIQUE,February-26,February-26
40758,AUH,AUH2289,CLASS C,DC SYSTEM,FAULTY BATTERY,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
40760,AUH,AUH2289,CLASS C,TI,TI - OTHERS,MINOR,2025-07-11,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
